N,N_with_height_informed_peds_bp_classification,N_peds_htn_3plus_days,pct_peds_htn_3plus_days,N_peds_stage2_3plus_days,pct_peds_stage2_3plus_days,median_peds_bp_days,N_with_plausible_peds_bmi,median_peds_bmi
2395,1294,276,11.52400835073069,23,0.9603340292275574,1,1210,21
